Iteration Number,W_0,FRONT ROBOT DISTANCE,BACK ROBOT DISTANCE,THETA
1,0,1.45460510604,nan
T,H,E,T,A, ,B,E,L,O,W
-3.0515,-2.9515
0.0904,0.0904
3.1124,4.56700510604
2,0,inf,nan
T,H,E,T,A, ,B,E,L,O,W
-2.9515,-2.8515
0.0904,0.0904
4.56700510604,4.56700510604
3,0,nan,0.955186031554
T,H,E,T,A, ,B,E,L,O,W
-2.8515,-2.7515
0.0904,1.04558603155
4.56700510604,4.56700510604
4,0,1.39887069442,0.882187033779
T,H,E,T,A, ,B,E,L,O,W
-2.7515,-2.6515
1.04558603155,1.92777306533
4.56700510604,5.96587580046
5,0.3,inf,0.427242050293
T,H,E,T,A, ,B,E,L,O,W
-2.6515,-2.5515
1.92777306533,2.35501511563
5.96587580046,6.06587580046
6,0.3,inf,0.39178666061
T,H,E,T,A, ,B,E,L,O,W
-2.5515,-2.4515
2.35501511563,2.74680177624
6.06587580046,6.16587580046
7,0.3,nan,0.432506034089
T,H,E,T,A, ,B,E,L,O,W
-2.4515,-2.3515
2.74680177624,3.17930781032
6.16587580046,6.26587580046
8,0.3,inf,0.615078553189
T,H,E,T,A, ,B,E,L,O,W
-2.3515,-2.2515
3.17930781032,3.79438636351
6.26587580046,6.36587580046
9,0.3,nan,inf
T,H,E,T,A, ,B,E,L,O,W
-2.2515,-2.1515
3.79438636351,3.89438636351
6.36587580046,6.46587580046
10,0.3,0.984574695046,0.770180669118
T,H,E,T,A, ,B,E,L,O,W
-2.1515,-2.0515
3.89438636351,4.66456703263
6.46587580046,7.4504504955
11,0.3,0.783455187927,inf
T,H,E,T,A, ,B,E,L,O,W
-2.0515,-1.9515
4.66456703263,4.76456703263
7.4504504955,8.23390568343
12,0.3,1.04917760405,1.28735938436
T,H,E,T,A, ,B,E,L,O,W
-1.9515,-1.8515
4.76456703263,6.051926417
8.23390568343,9.28308328748
13,0.3,nan,0.836927288338
T,H,E,T,A, ,B,E,L,O,W
-1.8515,-1.7515
6.051926417,6.88885370533
9.28308328748,9.38308328748
14,0.1,nan,nan
T,H,E,T,A, ,B,E,L,O,W
-1.7515,-1.6515
6.88885370533,6.98885370533
9.38308328748,9.48308328748
15,0.1,nan,nan
T,H,E,T,A, ,B,E,L,O,W
-1.6515,-1.5515
6.98885370533,7.08885370533
9.48308328748,9.58308328748
