Iteration Number,W_0,FRONT ROBOT DISTANCE,BACK ROBOT DISTANCE,THETA
1,0,nan,0.762017654848
T,H,E,T,A, ,B,E,L,O,W
-3.0515,-2.9515
0.0904,0.852417654848
3.1124,3.1124
2,0.3,nan,0.654324599792
T,H,E,T,A, ,B,E,L,O,W
-2.9515,-2.8515
0.852417654848,1.50674225464
3.1124,3.2124
3,0.3,nan,nan
T,H,E,T,A, ,B,E,L,O,W
-2.8515,-2.7515
1.50674225464,1.60674225464
3.2124,3.3124
4,0.3,0.775887382954,1.02745860161
T,H,E,T,A, ,B,E,L,O,W
-2.7515,-2.6515
1.60674225464,2.63420085625
3.3124,4.08828738295
5,0.3,0.642117587366,1.2032914898
T,H,E,T,A, ,B,E,L,O,W
-2.6515,-2.5515
2.63420085625,3.83749234605
4.08828738295,4.73040497032
6,0.3,0.598014034713,nan
T,H,E,T,A, ,B,E,L,O,W
-2.5515,-2.4515
3.83749234605,3.93749234605
4.73040497032,5.32841900503
7,0.3,1.43233886826,inf
T,H,E,T,A, ,B,E,L,O,W
-2.4515,-2.3515
3.93749234605,4.03749234605
5.32841900503,6.76075787329
8,0.1,nan,0.7664825462
T,H,E,T,A, ,B,E,L,O,W
-2.3515,-2.2515
4.03749234605,4.80397489224
6.76075787329,6.86075787329
9,0.1,inf,nan
T,H,E,T,A, ,B,E,L,O,W
-2.2515,-2.1515
4.80397489224,4.90397489224
6.86075787329,6.96075787329
10,0.1,1.0194301754,inf
T,H,E,T,A, ,B,E,L,O,W
-2.1515,-2.0515
4.90397489224,5.00397489224
6.96075787329,7.9801880487
11,0.1,nan,0.749414269425
T,H,E,T,A, ,B,E,L,O,W
-2.0515,-1.9515
5.00397489224,5.75338916167
7.9801880487,8.0801880487
12,0.1,1.23447771541,nan
T,H,E,T,A, ,B,E,L,O,W
-1.9515,-1.8515
5.75338916167,5.85338916167
8.0801880487,9.31466576411
13,0.1,inf,nan
T,H,E,T,A, ,B,E,L,O,W
-1.8515,-1.7515
5.85338916167,5.95338916167
9.31466576411,9.41466576411
14,0.1,1.51804967762,1.28325484841
T,H,E,T,A, ,B,E,L,O,W
-1.7515,-1.6515
5.95338916167,7.23664401008
9.41466576411,10.9327154417
15,0.1,nan,inf
T,H,E,T,A, ,B,E,L,O,W
-1.6515,-1.5515
7.23664401008,7.33664401008
10.9327154417,11.0327154417
